esco_label,esco_key,isco_4_label,isco_4_key,isco_3_label,isco_3_key,isco_2_label,isco_2_key,isco_1_label,isco_1_key
specialised goods distribution manager,72d1e9ca-294c-4349-90ed-f99541d447d0,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
fruit and vegetables distribution manager,73bdadf0-2175-4097-8f4d-b6dabeb0a030,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
inland water transport general manager,73d3ce3c-296c-4f85-9381-2eed6f3ae5fa,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
finished leather warehouse manager,784c98c2-96bd-4610-8da3-87d80f136285,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
pipeline superintendent,788a9895-a39a-4a83-be90-e006e2f8dce5,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in computers, computer peripheral equipment and software",7d9c060a-f280-441d-baf9-7d4a6b520a2a,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"hides, skins and leather products distribution manager",7ff7ab7d-12a6-4d87-ac91-8a8f3540b1c0,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
leather raw materials purchasing manager,80db1e93-6dad-49aa-b465-d64a4a73141b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
logistics and distribution manager,823db06f-25e1-4658-b063-d6ef956b41f5,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in mining, construction and civil engineering machinery",84e4c780-ee17-44dd-af6f-d1c06a3e353d,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
chemical products distribution manager,87426cf2-9e36-46a4-aa4f-6a8d20dd93d6,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in electronic and telecommunications equipment and parts,8914badc-df5e-4671-908e-de5bc795658b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in office machinery and equipment,8c0cc417-6b09-4082-8062-2f0f7123a573,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
move manager,8f928d49-da89-4d07-9123-2151a4d276d4,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in china and other glassware,95d8f19e-f62b-443f-ac53-324ea8f98cf5,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"machinery, industrial equipment, ships and aircraft distribution manager",96c870c0-f93a-43c3-9ce4-1fe9e737fece,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in textile industry machinery,972ef593-89c3-468b-aad5-81bc575feb58,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
rail operations manager,98ad0008-13d9-4e9b-94bf-4f4a5faae764,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
resource manager,9f12704c-5e6c-47b0-a866-3b92663e6a4b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in beverages,9faaae26-804d-48f3-97b0-84f7e1aceae8,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
waste and scrap distribution manager,9fcce643-276b-435f-aa94-4516c2414686,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
intermodal logistics manager,a2ff6cc3-15fa-4f02-a457-8fd5df7aa29e,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
household goods distribution manager,a49e1479-90c4-41d2-871b-ac58ebc4894b,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in furniture, carpets and lighting equipment",a70315e3-ae41-44a9-9fe5-7fe668469ee0,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
supply chain manager,aacc3918-b5d3-484b-9480-5d29aa550d74,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"mining, construction and civil engineering machinery distribution manager",ad404c6b-291f-439e-9ad4-c93ddabd3c13,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
forecast manager,aeb7c6bd-22c9-43c2-8551-a1cc2560584f,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in sugar, chocolate and sugar confectionery",afcf9d03-6e51-4548-8cec-cfa50972929d,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in household goods,b148e7a3-e5b0-4edc-b770-85ab81f36ac9,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"import export manager in fish, crustaceans and molluscs",b2826761-6fc4-4344-9d36-d8455cb6b185,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
railway station manager,b39a74a2-37fe-4fdc-ba8e-5bbbbdce2d89,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in live animals,b49f95f8-c1c8-428f-9f1f-5f5abae55e51,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
perfume and cosmetics distribution manager,b7474960-a03e-46c3-88ce-81575cb8f657,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager,b87a7a27-ee74-4e5e-b274-84a3cab27bf4,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
maritime water transport general manager,baae6dd1-4a59-480d-83b1-a0708a5a1736,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
import export manager in machine tools,bbba890e-ecae-43ba-9c5b-a65baa318f15,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
"furniture, carpets and lighting equipment distribution manager",bd7c070b-333f-4b9d-a70a-25f135ff931e,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
dairy products and edible oils distribution manager,c1ee52e0-f30a-4f8d-a7f5-b07f5f06f88f,"Supply, distribution and related managers",1324,"Manufacturing, mining, construction, and distribution managers",132,Production and specialised services managers,13,Managers,1
